muta O
tion O
, O
C2272T O
, O
in O
exon O
16 O
has O
been O
discovered O
in O
a O
patient O
with O
FHM B
. O
. O

Phenylketonuria B
( O
PKU B
) O
is O
a O
metabolic B
disease I
caused O
by O
recessive O
mutations O
of O
the O
gene O
encoding O
the O
hepatic O
enzyme O
phenylalanine O
hydroxylase O
( O
PAH O
) O
. O

We O
analyzed O
the O
HEXA O
gene O
of O
one O
pseudodeficient O
subject O
and O
identified O
both O
a O
C739 O
- O
to O
- O
T O
substitution O
that O
changes O
Arg247 O
- O
- O
- O
- O
Trp O
on O
one O
allele O
and O
a O
previously O
identified O
Tay B
- I
Sachs I
disease I
mutation O
on O
the O
second O
allele O
. O

Novel O
mutations O
in O
the O
Wiskott B
- I
Aldrich I
syndrome I
protein O
gene O
and O
their O
effects O
on O
transcriptional O
, O
translational O
, O
and O
clinical O
phenotypes O
. O

We O
describe O
an O
11 O
- O
year O
- O
old O
girl O
suffering O
from O
recurrent B
meningitis I
with O
a O
complete O
absence B
of I
the I
seventh I
component I
of I
complement I
( O
C7 O
) O
. O

For O
genetic O
counseling O
and O
predictive O
testing O
in O
families O
with O
inherited B
breast I
- I
ovarian I
cancer I
, O
penetrances O
and O
expressions O
of O
the O
underlying O
mutations O
should O
be O
known O
. O

Inherited B
complement I
deficiencies I
are O
associated O
with O
a O
variety O
of O
connective O
tissue O
diseases O
. O

More O
than O
75 O
% O
of O
the O
reported O
mutations O
in O
the O
hereditary B
breast I
and I
ovarian I
cancer I
gene O
, O
BRCA1 O
, O
result O
in O
truncated O
proteins O
. O

Of O
the O
15 O
families O
that O
contain O
cases O
of O
ovarian B
cancer I
, O
94 O
% O
were O
estimated O
to O
be O
linked O
to O
BRCA1 O
. O

In O
order O
to O
demonstrate O
the O
effect O
of O
prophylactic O
colchicine O
treatment O
on O
the O
natural O
history O
of O
familial B
Mediterranean I
fever I
( O
FMF B
) O
, O
a O
family O
is O
presented O
with O
6 O
out O
of O
9 O
siblings O
affected O
by O
FMF B
. O

The O
unambiguous O
identification O
of O
a O
crossover O
event O
within O
hemochromatosis B
families O
is O
very O
difficult O
; O
it O
is O
particularly O
hampered O
by O
the O
variability O
of O
the O
phenotypic O
expression O
as O
well O
as O
by O
the O
sex O
- O
and O
age O
- O
related O
penetrance O
of O
the O
disease O
. O

Thus O
, O
people O
with O
ALD B
and O
AMN B
may O
have O
subclinical O
partial O
adrenocrotical B
insufficiency I
. O

The O
genetic B
defect I
in O
DM B
is O
a O
CTG O
repeat O
expansion O
located O
in O
the O
3 O
untranslated O
region O
of O
DMPK O
and O
5 O
of O
a O
homeodomain O
- O
encoding O
gene O
, O
SIX5 O
( O
formerly O
DMAHP O
; O
refs O
2 O
- O
5 O
) O
. O

